Hour,Week,Testosterone,LH,FSH
3501,20.84,218.34,27.49,15.49
3502,20.85,224.87,26.69,15.02
3503,20.85,208.01,26.78,15.07
3504,20.86,210.51,26.94,15.17
3505,20.86,206.87,27.08,15.25
3506,20.87,215.81,27.05,15.23
3507,20.88,214.15,26.84,15.10
3508,20.88,212.70,27.06,15.24
3509,20.89,214.40,26.82,15.09
3510,20.89,207.05,26.45,14.87
3511,20.90,207.94,26.45,14.87
3512,20.90,209.14,26.49,14.90
3513,20.91,207.75,26.54,14.92
3514,20.92,209.39,25.84,14.50
3515,20.92,211.11,26.10,14.66
3516,20.93,210.17,25.39,14.23
3517,20.93,211.05,26.09,14.65
3518,20.94,208.35,25.72,14.43
3519,20.95,202.54,26.02,14.61
3520,20.95,209.48,26.11,14.67
3521,20.96,209.37,26.40,14.84
3522,20.96,215.15,25.85,14.51
3523,20.97,197.57,25.94,14.56
3524,20.98,208.43,26.16,14.69
3525,20.98,203.34,25.70,14.42
3526,20.99,205.55,25.72,14.43
3527,20.99,203.01,25.39,14.23
3528,21.00,200.65,25.89,14.54
3529,21.01,205.26,19.82,10.89
3530,21.01,200.53,20.53,11.32
3531,21.02,199.51,20.89,11.53
3532,21.02,202.90,20.68,11.41
3533,21.03,200.57,21.03,11.62
3534,21.04,196.00,20.82,11.49
3535,21.04,201.48,20.30,11.18
3536,21.05,196.61,20.42,11.25
3537,21.05,200.95,20.39,11.23
3538,21.06,199.99,20.66,11.40
3539,21.07,187.84,20.37,11.22
3540,21.07,193.65,20.14,11.08
3541,21.08,191.58,20.35,11.21
3542,21.08,196.07,20.40,11.24
3543,21.09,197.59,20.47,11.28
3544,21.10,193.64,20.55,11.33
3545,21.10,195.06,21.19,11.71
3546,21.11,200.16,20.38,11.23
3547,21.11,195.23,20.58,11.35
3548,21.12,190.11,20.21,11.13
3549,21.12,191.93,19.71,10.82
3550,21.13,188.86,20.92,11.55
3551,21.14,196.01,20.75,11.45
3552,21.14,193.77,20.69,11.42
3553,21.15,187.14,20.55,11.33
3554,21.15,192.62,20.00,11.00
3555,21.16,192.50,20.36,11.22
3556,21.17,188.78,19.86,10.92
3557,21.17,188.40,20.77,11.46
3558,21.18,186.27,20.47,11.28
3559,21.18,183.18,20.13,11.08
3560,21.19,184.64,20.35,11.21
3561,21.20,190.99,19.76,10.86
3562,21.20,191.43,20.43,11.26
3563,21.21,176.62,21.04,11.62
3564,21.21,182.93,20.52,11.31
3565,21.22,182.75,20.30,11.18
3566,21.23,188.47,19.98,10.99
3567,21.23,181.01,20.60,11.36
3568,21.24,179.88,20.33,11.20
3569,21.24,184.65,20.20,11.12
3570,21.25,188.56,20.70,11.42
3571,21.26,189.79,20.32,11.19
3572,21.26,180.08,20.37,11.22
3573,21.27,179.23,20.14,11.09
3574,21.27,182.14,20.59,11.35
3575,21.28,186.30,20.40,11.24
3576,21.29,181.69,20.05,11.03
3577,21.29,179.21,20.13,11.08
3578,21.30,173.38,20.82,11.49
3579,21.30,183.66,20.63,11.38
3580,21.31,184.08,20.40,11.24
3581,21.32,179.94,20.66,11.39
3582,21.32,169.27,20.34,11.20
3583,21.33,179.27,20.41,11.25
3584,21.33,179.21,20.45,11.27
3585,21.34,170.23,20.64,11.38
3586,21.35,175.70,20.76,11.46
3587,21.35,180.12,21.05,11.63
3588,21.36,177.16,20.54,11.32
3589,21.36,170.45,20.39,11.24
3590,21.37,177.43,20.35,11.21
3591,21.38,171.57,20.40,11.24
3592,21.38,169.33,20.22,11.13
3593,21.39,168.99,21.46,11.88
3594,21.39,177.20,20.36,11.22
3595,21.40,172.75,20.34,11.20
3596,21.40,170.58,20.01,11.01
3597,21.41,176.00,20.47,11.28
3598,21.42,172.50,20.48,11.29
3599,21.42,170.73,20.06,11.03
3600,21.43,172.75,20.45,11.27
3601,21.43,173.54,20.72,11.43
3602,21.44,167.42,20.67,11.40
3603,21.45,168.32,20.44,11.26
3604,21.45,161.99,20.56,11.34
3605,21.46,167.83,20.34,11.21
3606,21.46,171.85,19.93,10.96
3607,21.47,168.34,20.23,11.14
3608,21.48,168.56,20.77,11.46
3609,21.48,164.49,20.14,11.08
3610,21.49,162.65,20.39,11.24
3611,21.49,162.25,20.93,11.56
3612,21.50,164.12,20.34,11.20
3613,21.51,164.13,21.01,11.61
3614,21.51,165.44,20.67,11.40
3615,21.52,161.71,20.84,11.50
3616,21.52,163.45,20.69,11.41
3617,21.53,160.20,20.84,11.50
3618,21.54,163.03,20.85,11.51
3619,21.54,165.13,19.73,10.84
3620,21.55,158.29,20.98,11.59
3621,21.55,161.43,20.31,11.19
3622,21.56,162.31,20.94,11.56
3623,21.57,164.03,20.98,11.59
3624,21.57,156.62,20.55,11.33
3625,21.58,165.36,20.23,11.14
3626,21.58,159.27,20.31,11.19
3627,21.59,162.23,19.96,10.98
3628,21.60,158.82,20.70,11.42
3629,21.60,159.90,20.43,11.26
3630,21.61,161.11,20.27,11.16
3631,21.61,165.35,20.42,11.25
3632,21.62,157.24,20.13,11.08
3633,21.62,161.33,19.84,10.90
3634,21.63,158.93,20.57,11.34
3635,21.64,155.33,20.37,11.22
3636,21.64,153.38,20.32,11.19
3637,21.65,155.42,20.49,11.30
3638,21.65,157.96,20.35,11.21
3639,21.66,152.41,20.47,11.28
3640,21.67,156.61,20.51,11.30
3641,21.67,154.32,19.89,10.93
3642,21.68,159.89,20.31,11.19
3643,21.68,155.80,20.16,11.09
3644,21.69,155.32,20.81,11.49
3645,21.70,150.11,20.55,11.33
3646,21.70,150.79,20.50,11.30
3647,21.71,154.54,20.42,11.25
3648,21.71,147.14,20.53,11.32
3649,21.72,150.15,20.99,11.59
3650,21.73,152.00,20.10,11.06
3651,21.73,154.09,19.98,10.99
3652,21.74,149.19,20.73,11.44
3653,21.74,150.15,20.43,11.26
3654,21.75,150.89,20.06,11.04
3655,21.76,144.83,20.50,11.30
3656,21.76,151.13,20.07,11.04
3657,21.77,150.67,20.64,11.39
3658,21.77,142.05,20.58,11.35
3659,21.78,147.07,20.55,11.33
3660,21.79,145.23,20.12,11.07
3661,21.79,149.04,20.45,11.27
3662,21.80,144.18,20.18,11.11
3663,21.80,149.82,21.02,11.61
3664,21.81,145.79,20.90,11.54
3665,21.82,143.95,20.41,11.24
3666,21.82,145.54,20.42,11.25
3667,21.83,144.85,20.72,11.43
3668,21.83,145.02,20.53,11.32
3669,21.84,146.60,21.00,11.60
3670,21.85,141.28,20.30,11.18
3671,21.85,141.89,20.36,11.22
3672,21.86,142.97,20.62,11.37
3673,21.86,143.87,20.15,11.09
3674,21.87,143.66,20.68,11.41
3675,21.88,142.27,19.98,10.99
3676,21.88,143.73,21.44,11.86
3677,21.89,142.10,20.62,11.37
3678,21.89,139.65,20.70,11.42
3679,21.90,139.68,20.14,11.08
3680,21.90,139.96,19.52,10.71
3681,21.91,140.27,20.67,11.40
3682,21.92,135.58,20.46,11.28
3683,21.92,137.34,20.69,11.41
3684,21.93,132.58,20.30,11.18
3685,21.93,137.28,20.34,11.20
3686,21.94,134.79,20.43,11.26
3687,21.95,136.81,20.76,11.46
3688,21.95,137.40,20.81,11.49
3689,21.96,139.34,20.15,11.09
3690,21.96,135.68,20.57,11.34
3691,21.97,136.25,20.45,11.27
3692,21.98,137.71,20.81,11.48
3693,21.98,134.64,20.47,11.28
3694,21.99,134.78,20.94,11.57
3695,21.99,132.58,20.45,11.27
3696,22.00,135.95,20.53,11.32
3697,22.01,95.45,20.65,11.39
3698,22.01,100.22,20.35,11.21
3699,22.02,102.58,20.83,11.50
3700,22.02,101.21,20.59,11.36
3701,22.03,103.52,20.69,11.42
3702,22.04,102.17,20.42,11.25
3703,22.04,98.66,20.79,11.48
3704,22.05,99.44,20.66,11.40
3705,22.05,99.27,20.78,11.47
3706,22.06,101.09,20.54,11.32
3707,22.07,99.13,21.06,11.63
3708,22.07,97.59,20.48,11.29
3709,22.08,99.00,20.42,11.25
3710,22.08,99.34,20.28,11.17
3711,22.09,99.79,20.48,11.29
3712,22.10,100.31,20.44,11.26
3713,22.10,104.60,20.70,11.42
3714,22.11,99.19,20.32,11.19
3715,22.11,100.55,20.07,11.04
3716,22.12,98.07,19.81,10.88
3717,22.12,94.70,20.69,11.41
3718,22.13,102.82,20.34,11.20
3719,22.14,101.66,20.45,11.27
3720,22.14,101.28,20.60,11.36
3721,22.15,100.34,20.59,11.35
3722,22.15,96.64,20.52,11.31
3723,22.16,99.08,21.12,11.67
3724,22.17,95.76,21.10,11.66
3725,22.17,101.79,20.65,11.39
3726,22.18,99.78,20.34,11.20
3727,22.18,97.51,20.12,11.07
3728,22.19,98.98,20.55,11.33
3729,22.20,95.06,20.81,11.49
3730,22.20,99.52,19.92,10.95
3731,22.21,103.58,20.53,11.32
3732,22.21,100.12,20.59,11.35
3733,22.22,98.65,20.23,11.14
3734,22.23,96.53,20.65,11.39
3735,22.23,100.64,20.27,11.16
3736,22.24,98.84,20.62,11.37
3737,22.24,98.01,20.76,11.45
3738,22.25,101.36,20.61,11.37
3739,22.26,98.83,20.36,11.22
3740,22.26,99.14,20.01,11.00
3741,22.27,97.62,20.54,11.32
3742,22.27,100.57,20.39,11.24
3743,22.28,99.32,20.39,11.23
3744,22.29,96.99,20.52,11.31
3745,22.29,97.52,20.03,11.02
3746,22.30,102.13,20.39,11.23
3747,22.30,100.85,20.27,11.16
3748,22.31,99.37,20.24,11.14
3749,22.32,101.05,20.54,11.32
3750,22.32,98.93,20.54,11.32
3751,22.33,99.42,20.64,11.39
3752,22.33,99.67,20.11,11.07
3753,22.34,100.93,20.66,11.40
3754,22.35,101.74,20.23,11.14
3755,22.35,103.66,20.80,11.48
3756,22.36,100.24,20.75,11.45
3757,22.36,99.30,20.63,11.38
3758,22.37,98.99,20.83,11.50
3759,22.38,99.32,20.89,11.54
3760,22.38,98.14,20.22,11.13
3761,22.39,106.40,20.59,11.35
3762,22.39,99.09,20.44,11.26
3763,22.40,98.91,20.18,11.11
3764,22.40,96.76,20.42,11.25
3765,22.41,99.82,20.71,11.42
3766,22.42,99.88,20.56,11.34
3767,22.42,97.04,20.49,11.29
3768,22.43,99.67,20.72,11.43
3769,22.43,101.49,20.75,11.45
3770,22.44,101.10,20.18,11.11
3771,22.45,99.57,20.52,11.31
3772,22.45,100.40,20.47,11.28
3773,22.46,98.95,20.36,11.22
3774,22.46,96.20,20.54,11.32
3775,22.47,98.19,20.43,11.26
3776,22.48,101.80,20.72,11.43
3777,22.48,97.61,20.40,11.24
3778,22.49,99.29,20.64,11.39
3779,22.49,102.88,20.20,11.12
3780,22.50,98.91,20.91,11.55
3781,22.51,103.41,20.81,11.49
3782,22.51,101.14,20.68,11.41
3783,22.52,102.28,20.86,11.51
3784,22.52,101.24,20.41,11.24
3785,22.53,102.27,20.52,11.31
3786,22.54,102.34,20.61,11.37
3787,22.54,94.89,20.24,11.14
3788,22.55,103.19,20.75,11.45
3789,22.55,98.72,20.59,11.36
3790,22.56,102.94,20.04,11.03
3791,22.57,103.20,20.54,11.32
3792,22.57,100.30,20.55,11.33
3793,22.58,98.20,20.16,11.09
3794,22.58,98.74,20.62,11.37
3795,22.59,96.42,20.48,11.29
3796,22.60,101.31,20.91,11.54
3797,22.60,99.53,20.33,11.20
3798,22.61,98.44,20.70,11.42
3799,22.61,99.46,21.03,11.62
3800,22.62,97.55,19.86,10.92
3801,22.62,95.57,20.78,11.47
3802,22.63,100.45,21.18,11.71
3803,22.64,99.14,20.67,11.40
3804,22.64,98.83,20.64,11.39
3805,22.65,99.96,20.30,11.18
3806,22.65,99.02,20.48,11.29
3807,22.66,99.79,20.12,11.07
3808,22.67,100.04,20.63,11.38
3809,22.67,95.93,20.15,11.09
3810,22.68,98.75,21.17,11.70
3811,22.68,97.71,20.61,11.37
3812,22.69,102.09,20.25,11.15
3813,22.70,100.35,20.55,11.33
3814,22.70,100.03,20.37,11.22
3815,22.71,99.44,19.66,10.79
3816,22.71,100.23,21.14,11.68
3817,22.72,103.27,20.26,11.15
3818,22.73,97.31,20.56,11.34
3819,22.73,96.51,20.41,11.25
3820,22.74,101.56,20.80,11.48
3821,22.74,99.53,20.33,11.20
3822,22.75,97.06,20.74,11.44
3823,22.76,100.01,20.07,11.04
3824,22.76,97.15,20.45,11.27
3825,22.77,100.95,20.25,11.15
3826,22.77,100.53,20.14,11.08
3827,22.78,100.36,20.77,11.46
3828,22.79,97.46,20.54,11.32
3829,22.79,99.64,20.15,11.09
3830,22.80,97.87,20.65,11.39
3831,22.80,103.47,20.18,11.11
3832,22.81,102.65,20.54,11.33
3833,22.82,99.39,20.72,11.43
3834,22.82,99.50,20.64,11.39
3835,22.83,101.50,20.43,11.26
3836,22.83,100.21,20.54,11.32
3837,22.84,103.32,20.58,11.35
3838,22.85,98.69,20.73,11.44
3839,22.85,99.09,21.02,11.61
3840,22.86,100.81,20.63,11.38
3841,22.86,97.68,20.67,11.40
3842,22.87,101.17,20.64,11.38
3843,22.88,96.55,20.49,11.30
3844,22.88,106.26,20.76,11.46
3845,22.89,100.80,20.99,11.59
3846,22.89,101.36,21.07,11.64
3847,22.90,97.57,20.74,11.45
3848,22.90,93.44,21.04,11.63
3849,22.91,101.15,20.48,11.29
3850,22.92,99.74,20.74,11.44
3851,22.92,101.27,20.07,11.04
3852,22.93,98.64,20.58,11.35
3853,22.93,98.91,20.41,11.25
3854,22.94,99.54,20.69,11.41
3855,22.95,101.76,20.16,11.10
3856,22.95,102.06,20.41,11.24
3857,22.96,97.67,20.49,11.30
3858,22.96,100.47,20.26,11.16
3859,22.97,99.70,20.82,11.49
3860,22.98,102.05,20.54,11.32
3861,22.98,99.81,20.69,11.41
3862,22.99,102.96,20.39,11.24
3863,22.99,99.63,20.40,11.24
3864,23.00,100.23,20.54,11.32
3865,23.01,100.99,21.14,11.69
3866,23.01,99.02,20.13,11.08
3867,23.02,102.18,20.75,11.45
3868,23.02,100.63,20.46,11.27
3869,23.03,101.30,20.16,11.09
3870,23.04,99.48,20.61,11.36
3871,23.04,101.96,20.32,11.19
3872,23.05,101.06,19.88,10.93
3873,23.05,101.86,20.42,11.25
3874,23.06,100.23,20.71,11.43
3875,23.07,103.72,20.34,11.20
3876,23.07,99.84,20.14,11.08
3877,23.08,99.45,20.33,11.20
3878,23.08,98.50,20.63,11.38
3879,23.09,99.85,21.75,12.05
3880,23.10,99.57,20.67,11.40
3881,23.10,101.30,20.84,11.50
3882,23.11,98.80,20.41,11.25
3883,23.11,97.11,20.16,11.10
3884,23.12,95.39,20.55,11.33
3885,23.12,101.24,20.74,11.44
3886,23.13,98.90,20.29,11.17
3887,23.14,99.65,20.83,11.50
3888,23.14,100.64,19.89,10.94
3889,23.15,100.59,20.46,11.28
3890,23.15,100.15,20.21,11.13
3891,23.16,104.10,20.70,11.42
3892,23.17,104.00,20.76,11.45
3893,23.17,101.03,19.92,10.95
3894,23.18,98.92,20.25,11.15
3895,23.18,97.43,20.36,11.22
3896,23.19,100.36,20.28,11.17
3897,23.20,102.07,20.62,11.37
3898,23.20,96.15,21.09,11.66
3899,23.21,100.17,20.91,11.54
3900,23.21,100.60,20.46,11.28
3901,23.22,98.21,19.95,10.97
3902,23.23,100.98,20.73,11.44
3903,23.23,98.43,20.26,11.15
3904,23.24,100.80,20.89,11.53
3905,23.24,101.72,20.39,11.24
3906,23.25,100.76,20.26,11.16
3907,23.26,99.10,20.53,11.32
3908,23.26,96.71,20.44,11.26
3909,23.27,100.24,20.20,11.12
3910,23.27,99.29,20.31,11.19
3911,23.28,99.26,20.33,11.20
3912,23.29,100.12,20.80,11.48
3913,23.29,96.86,20.55,11.33
3914,23.30,99.27,20.55,11.33
3915,23.30,98.48,20.34,11.20
3916,23.31,98.27,19.82,10.89
3917,23.32,100.27,21.14,11.69
3918,23.32,100.27,20.68,11.41
3919,23.33,100.96,20.51,11.31
3920,23.33,97.41,20.51,11.31
3921,23.34,101.08,20.55,11.33
3922,23.35,98.21,20.36,11.22
3923,23.35,101.98,20.55,11.33
3924,23.36,101.68,20.27,11.16
3925,23.36,100.90,20.86,11.51
3926,23.37,102.18,20.07,11.04
3927,23.38,102.63,20.93,11.56
3928,23.38,98.16,20.37,11.22
3929,23.39,100.57,20.49,11.29
3930,23.39,99.61,20.63,11.38
3931,23.40,97.85,20.63,11.38
3932,23.40,99.45,21.14,11.69
3933,23.41,101.38,20.51,11.31
3934,23.42,100.43,20.68,11.41
3935,23.42,99.91,20.12,11.07
3936,23.43,101.48,20.30,11.18
3937,23.43,101.69,19.81,10.89
3938,23.44,97.85,20.28,11.17
3939,23.45,100.16,20.68,11.41
3940,23.45,99.82,19.98,10.99
3941,23.46,99.10,20.53,11.32
3942,23.46,100.25,20.27,11.16
3943,23.47,99.57,20.56,11.34
3944,23.48,101.47,20.56,11.34
3945,23.48,99.36,20.58,11.35
3946,23.49,100.95,20.63,11.38
3947,23.49,98.00,20.41,11.24
3948,23.50,102.72,20.52,11.31
3949,23.51,102.09,20.07,11.04
3950,23.51,101.22,20.48,11.29
3951,23.52,102.38,20.55,11.33
3952,23.52,99.37,20.69,11.41
3953,23.53,100.16,20.19,11.11
3954,23.54,100.75,20.32,11.19
3955,23.54,98.25,20.39,11.24
3956,23.55,101.68,20.55,11.33
3957,23.55,100.62,20.57,11.34
3958,23.56,96.95,20.62,11.37
3959,23.57,100.28,21.00,11.60
3960,23.57,100.35,20.38,11.23
3961,23.58,97.71,20.22,11.13
3962,23.58,100.81,20.56,11.34
3963,23.59,99.87,20.31,11.18
3964,23.60,102.71,20.55,11.33
3965,23.60,98.89,20.60,11.36
3966,23.61,101.35,20.26,11.16
3967,23.61,103.51,20.19,11.12
3968,23.62,95.76,20.43,11.26
3969,23.62,101.84,20.58,11.35
3970,23.63,104.55,20.45,11.27
3971,23.64,101.12,20.44,11.27
3972,23.64,100.95,20.52,11.31
3973,23.65,98.65,20.82,11.49
3974,23.65,99.87,19.99,11.00
3975,23.66,97.44,20.76,11.46
3976,23.67,100.86,20.33,11.20
3977,23.67,97.65,19.99,10.99
3978,23.68,104.45,20.63,11.38
3979,23.68,100.73,20.54,11.32
3980,23.69,98.31,19.97,10.98
3981,23.70,100.35,20.59,11.35
3982,23.70,99.14,20.37,11.22
3983,23.71,94.38,20.59,11.35
3984,23.71,104.28,20.43,11.26
3985,23.72,98.37,20.25,11.15
3986,23.73,100.39,20.10,11.06
3987,23.73,99.42,20.47,11.28
3988,23.74,101.99,19.95,10.97
3989,23.74,98.89,20.43,11.26
3990,23.75,101.61,20.80,11.48
3991,23.76,97.12,20.37,11.22
3992,23.76,99.65,20.66,11.39
3993,23.77,98.34,19.84,10.91
3994,23.77,97.59,20.84,11.51
3995,23.78,101.78,19.94,10.96
3996,23.79,100.23,21.28,11.77
3997,23.79,97.64,20.88,11.53
3998,23.80,100.97,20.40,11.24
3999,23.80,97.88,21.06,11.64
4000,23.81,100.29,20.35,11.21
4001,23.82,101.50,20.57,11.34
4002,23.82,100.95,21.35,11.81
4003,23.83,99.53,20.60,11.36
4004,23.83,100.24,20.09,11.05
4005,23.84,100.52,20.61,11.37
4006,23.85,101.54,20.05,11.03
4007,23.85,103.45,20.95,11.57
4008,23.86,100.84,20.55,11.33
4009,23.86,101.11,20.04,11.02
4010,23.87,100.93,20.08,11.05
4011,23.88,99.96,20.48,11.29
4012,23.88,101.75,20.56,11.34
4013,23.89,103.25,20.32,11.19
4014,23.89,103.78,19.93,10.96
4015,23.90,101.63,21.02,11.61
4016,23.90,103.62,20.93,11.56
4017,23.91,99.85,20.57,11.34
4018,23.92,101.57,20.59,11.35
4019,23.92,97.13,20.89,11.53
4020,23.93,100.54,20.32,11.19
4021,23.93,99.41,20.59,11.35
4022,23.94,101.24,20.65,11.39
4023,23.95,97.76,20.12,11.07
4024,23.95,99.37,20.64,11.38
4025,23.96,99.97,20.45,11.27
4026,23.96,98.39,20.28,11.17
4027,23.97,102.16,20.50,11.30
4028,23.98,100.24,20.41,11.24
4029,23.98,101.24,20.91,11.55
4030,23.99,99.29,20.25,11.15
4031,23.99,99.32,20.29,11.17
4032,24.00,100.27,21.10,11.66
4033,24.01,104.29,20.60,11.36
4034,24.01,97.50,20.32,11.19
4035,24.02,101.68,20.48,11.29
4036,24.02,99.71,20.50,11.30
4037,24.03,97.72,20.63,11.38
4038,24.04,100.72,20.60,11.36
4039,24.04,98.82,20.38,11.23
4040,24.05,95.85,20.13,11.08
4041,24.05,99.48,20.59,11.35
4042,24.06,101.43,20.49,11.29
4043,24.07,98.90,21.00,11.60
4044,24.07,97.59,20.73,11.44
4045,24.08,98.89,20.39,11.23
4046,24.08,100.84,20.78,11.47
4047,24.09,108.34,20.89,11.53
4048,24.10,101.12,20.39,11.24
4049,24.10,102.24,20.91,11.55
4050,24.11,99.41,20.13,11.08
4051,24.11,97.73,20.94,11.56
4052,24.12,100.35,20.06,11.04
4053,24.12,101.58,20.77,11.46
4054,24.13,98.59,20.88,11.53
4055,24.14,102.22,20.94,11.56
4056,24.14,95.95,20.58,11.35
4057,24.15,99.73,20.58,11.35
4058,24.15,98.07,20.58,11.35
4059,24.16,101.31,20.87,11.52
4060,24.17,101.70,20.33,11.20
4061,24.17,96.14,20.78,11.47
4062,24.18,98.32,20.28,11.17
4063,24.18,99.10,20.60,11.36
4064,24.19,98.55,20.43,11.26
4065,24.20,100.77,20.35,11.21
4066,24.20,103.95,21.05,11.63
4067,24.21,102.70,20.49,11.29
4068,24.21,99.74,20.52,11.31
4069,24.22,96.30,20.45,11.27
4070,24.23,101.50,20.60,11.36
4071,24.23,98.37,20.09,11.05
4072,24.24,102.60,20.48,11.29
4073,24.24,99.28,20.49,11.29
4074,24.25,98.39,20.44,11.27
4075,24.26,100.22,20.82,11.49
4076,24.26,99.61,20.42,11.25
4077,24.27,97.97,20.65,11.39
4078,24.27,98.75,20.86,11.52
4079,24.28,98.89,20.46,11.28
4080,24.29,101.99,20.60,11.36
4081,24.29,100.31,20.13,11.08
4082,24.30,100.32,20.80,11.48
4083,24.30,98.92,20.50,11.30
4084,24.31,95.50,20.97,11.58
4085,24.32,104.29,21.18,11.71
4086,24.32,101.19,20.18,11.11
4087,24.33,100.07,20.46,11.28
4088,24.33,100.07,20.37,11.22
4089,24.34,100.36,20.51,11.31
4090,24.35,99.09,20.40,11.24
4091,24.35,100.36,20.09,11.05
4092,24.36,98.43,20.21,11.12
4093,24.36,102.37,21.15,11.69
4094,24.37,97.14,20.80,11.48
4095,24.38,102.86,20.03,11.02
4096,24.38,99.16,20.71,11.43
4097,24.39,99.90,20.01,11.01
4098,24.39,100.86,20.66,11.39
4099,24.40,100.87,20.78,11.47
4100,24.40,104.29,20.94,11.56
4101,24.41,100.09,20.18,11.11
4102,24.42,101.23,20.50,11.30
4103,24.42,97.45,20.89,11.53
4104,24.43,98.69,20.54,11.32
4105,24.43,95.43,20.97,11.58
4106,24.44,98.52,20.67,11.40
4107,24.45,101.17,20.28,11.17
4108,24.45,96.57,20.30,11.18
4109,24.46,100.18,20.66,11.40
4110,24.46,98.45,20.83,11.50
4111,24.47,100.40,20.94,11.56
4112,24.48,100.41,21.55,11.93
4113,24.48,100.54,20.19,11.12
4114,24.49,100.85,20.54,11.32
4115,24.49,99.37,20.00,11.00
4116,24.50,100.11,20.74,11.44
4117,24.51,97.12,20.82,11.49
4118,24.51,99.89,20.60,11.36
4119,24.52,100.31,20.26,11.16
4120,24.52,101.25,20.39,11.23
4121,24.53,97.93,20.23,11.14
4122,24.54,98.82,20.43,11.26
4123,24.54,99.29,19.82,10.89
4124,24.55,100.31,20.42,11.25
4125,24.55,100.49,20.37,11.22
4126,24.56,100.83,20.80,11.48
4127,24.57,103.31,20.40,11.24
4128,24.57,99.20,21.06,11.63
4129,24.58,98.10,20.74,11.44
4130,24.58,100.39,20.34,11.21
4131,24.59,98.70,20.06,11.04
4132,24.60,100.32,20.81,11.49
4133,24.60,100.64,20.36,11.22
4134,24.61,98.42,20.75,11.45
4135,24.61,97.96,20.92,11.55
4136,24.62,99.53,20.27,11.16
4137,24.62,100.56,20.29,11.17
4138,24.63,99.68,20.36,11.21
4139,24.64,99.62,20.63,11.38
4140,24.64,100.16,20.32,11.19
4141,24.65,102.15,20.13,11.08
4142,24.65,96.62,20.42,11.25
4143,24.66,101.76,20.63,11.38
4144,24.67,98.89,20.37,11.22
4145,24.67,96.58,20.00,11.00
4146,24.68,100.89,20.61,11.37
4147,24.68,100.27,20.73,11.44
4148,24.69,96.48,20.04,11.02
4149,24.70,100.60,20.39,11.23
4150,24.70,99.12,20.65,11.39
4151,24.71,100.60,20.27,11.16
4152,24.71,99.51,20.52,11.31
4153,24.72,98.33,20.43,11.26
4154,24.73,97.32,20.23,11.14
4155,24.73,99.79,20.40,11.24
4156,24.74,96.34,20.36,11.21
4157,24.74,99.55,20.45,11.27
4158,24.75,101.99,20.99,11.59
4159,24.76,99.12,20.42,11.25
4160,24.76,101.04,20.40,11.24
4161,24.77,95.61,20.43,11.26
4162,24.77,102.29,19.85,10.91
4163,24.78,96.27,20.45,11.27
4164,24.79,105.19,20.29,11.17
4165,24.79,102.51,20.11,11.07
4166,24.80,99.36,20.33,11.20
4167,24.80,103.73,20.80,11.48
4168,24.81,99.00,20.34,11.21
4169,24.82,100.46,20.78,11.47
4170,24.82,105.66,20.25,11.15
4171,24.83,100.70,20.36,11.22
4172,24.83,97.24,20.47,11.28
4173,24.84,100.73,21.23,11.74
4174,24.85,97.00,20.21,11.13
4175,24.85,103.00,20.56,11.34
4176,24.86,100.30,20.57,11.34
4177,24.86,96.90,21.23,11.74
4178,24.87,97.20,20.62,11.37
4179,24.88,99.85,20.01,11.00
4180,24.88,100.42,20.76,11.46
4181,24.89,98.81,20.64,11.38
4182,24.89,96.18,20.46,11.28
4183,24.90,103.48,20.18,11.11
4184,24.90,102.85,20.37,11.22
4185,24.91,100.45,20.83,11.50
4186,24.92,100.57,20.41,11.24
4187,24.92,102.60,21.03,11.62
4188,24.93,98.81,20.45,11.27
4189,24.93,100.59,20.20,11.12
4190,24.94,101.01,20.90,11.54
4191,24.95,97.49,20.30,11.18
4192,24.95,100.93,20.81,11.48
4193,24.96,99.67,20.18,11.11
4194,24.96,98.51,20.71,11.43
4195,24.97,100.00,20.34,11.21
4196,24.98,99.38,20.65,11.39
4197,24.98,102.75,20.59,11.35
4198,24.99,98.35,20.43,11.26
4199,24.99,98.58,20.46,11.28
4200,25.00,103.97,20.40,11.24
4201,25.01,100.68,20.24,11.15
4202,25.01,98.80,20.71,11.43
4203,25.02,99.88,20.54,11.32
4204,25.02,100.00,20.72,11.43
4205,25.03,100.90,20.45,11.27
4206,25.04,100.67,20.96,11.58
4207,25.04,99.21,20.44,11.26
4208,25.05,97.56,20.81,11.48
4209,25.05,100.61,20.55,11.33
4210,25.06,99.91,21.07,11.64
4211,25.07,103.32,21.19,11.71
4212,25.07,101.50,20.69,11.42
4213,25.08,99.26,20.09,11.06
4214,25.08,101.83,19.88,10.93
4215,25.09,102.60,21.17,11.70
4216,25.10,99.30,20.24,11.15
4217,25.10,102.74,20.07,11.04
4218,25.11,97.51,20.50,11.30
4219,25.11,102.92,20.52,11.31
4220,25.12,97.06,20.83,11.50
4221,25.12,101.82,20.18,11.11
4222,25.13,102.51,20.00,11.00
4223,25.14,102.94,21.03,11.62
4224,25.14,100.55,20.21,11.13
4225,25.15,100.54,20.36,11.22
4226,25.15,100.54,20.82,11.49
4227,25.16,102.45,20.41,11.25
4228,25.17,98.84,20.82,11.49
4229,25.17,101.89,20.38,11.23
4230,25.18,98.56,20.24,11.14
4231,25.18,100.68,20.57,11.34
4232,25.19,99.53,20.65,11.39
4233,25.20,98.99,20.64,11.38
4234,25.20,103.69,20.54,11.32
4235,25.21,99.93,20.83,11.50
